OBJECTNAME;LON;LAT;RB;DTF;COV;REGION;POC;POCLON;POCLAT
856a5813fffffff;34.35205;4.46243;1707.3;29.09812679;2G;856a5813fffffff;856a581bfffffff;34.26785;4.33496
856a5817fffffff;34.51188;4.45337;1305;33.26443516;2G;856a5817fffffff;856a5803fffffff;34.42781;4.32594
856a582ffffffff;34.89944;4.03431;1873.5;63.66848265;2G;856a582ffffffff;856a580ffffffff;34.50364;4.18926
856a5833fffffff;34.74751;4.3078;685.2;45.63459125;2G;856a5833fffffff;856a580ffffffff;34.50364;4.18926
856a5837fffffff;34.90724;4.29869;606.6;62.776027240000005;2G;856a5837fffffff;856a580ffffffff;34.50364;4.18926
856a583bfffffff;34.66358;4.18021;824.7;34.77606719;2G;856a583bfffffff;856a580ffffffff;34.50364;4.18926
856a5863fffffff;34.49538;3.92437;2054.7;34.49861831;2G;856a5863fffffff;856a5873fffffff;34.41946;4.06141
856a5867fffffff;34.6555;3.91537;2234.1;46.25654765;2G;856a5867fffffff;856a5873fffffff;34.41946;4.06141
856a586bfffffff;34.4111;3.79611;672.3;45.28036359;2G;856a586bfffffff;856a5873fffffff;34.41946;4.06141
856a586ffffffff;34.57135;3.78715;2763.6;51.90288348;2G;856a586ffffffff;856a5873fffffff;34.41946;4.06141
856a5877fffffff;34.57954;4.0524;2764.8;30.18078837;2G;856a5877fffffff;856a580ffffffff;34.50364;4.18926
856a587bfffffff;34.33518;3.93333;1213.5;29.63792381;2G;856a587bfffffff;856a5873fffffff;34.41946;4.06141
856a588ffffffff;34.43613;4.58968;649.5;44.21527158999999;2G;856a588ffffffff;856a5803fffffff;34.42781;4.32594
856a58a7fffffff;34.91502;4.56229;1013.1;74.43246088;2G;856a58a7fffffff;856a5803fffffff;34.42781;4.32594
856a58affffffff;34.83132;4.43516;766.5;59.38997692;2G;856a58affffffff;856a580ffffffff;34.50364;4.18926
856a5903fffffff;35.54533;4.26195;1096.5;125.98117114;2G;856a5903fffffff;856a580ffffffff;34.50364;4.18926
856a5907fffffff;35.70464;4.2527;2128.2;125.47530188;2G;856a5907fffffff;857a59affffffff;35.677;3.19174
856a590bfffffff;35.46207;4.13457;736.5;112.69909604;2G;856a590bfffffff;856a5b27fffffff;35.51697;3.20075
856a590ffffffff;35.62151;4.12536;620.4;110.79779595;2G;856a590ffffffff;856a5b27fffffff;35.51697;3.20075
856a5913fffffff;35.46922;4.39837;2469;126.23835717;2G;856a5913fffffff;856a580ffffffff;34.50364;4.18926
856a5917fffffff;35.62848;4.3891;1487.1;140.01112619;2G;856a5917fffffff;856a580ffffffff;34.50364;4.18926
856a591bfffffff;35.38594;4.27118;849.6;115.33067281000001;2G;856a591bfffffff;856a580ffffffff;34.50364;4.18926
856a5923fffffff;35.94011;4.10686;1140;115.39450645;2G;856a5923fffffff;857a59affffffff;35.677;3.19174
856a592bfffffff;35.85714;3.97939;1417.8;99.08386813;2G;856a592bfffffff;857a59affffffff;35.677;3.19174
856a5933fffffff;35.86385;4.24342;2550.9;127.45820081;2G;856a5933fffffff;857a59affffffff;35.677;3.19174
856a593bfffffff;35.78086;4.11613;2830.2;111.72082565;2G;856a593bfffffff;857a59affffffff;35.677;3.19174
856a5963fffffff;35.61452;3.86085;1431.9;81.49893634;2G;856a5963fffffff;856a5b27fffffff;35.51697;3.20075
856a5967fffffff;35.77406;3.85168;1391.7;82.96263919;2G;856a5967fffffff;857a59affffffff;35.677;3.19174
856a596bfffffff;35.53119;3.73287;921.3;67.62324249000001;2G;856a596bfffffff;856a5b27fffffff;35.51697;3.20075
856a596ffffffff;35.69085;3.72374;1568.1;67.19055839;2G;856a596ffffffff;857a59affffffff;35.677;3.19174
856a5973fffffff;35.53827;3.9978;1288.8;96.80693362;2G;856a5973fffffff;856a5b27fffffff;35.51697;3.20075
856a5977fffffff;35.69775;3.9886;1876.5;96.32927228999999;2G;856a5977fffffff;857a59affffffff;35.677;3.19174
856a597bfffffff;35.45491;3.87;648.3;83.86576803999999;2G;856a597bfffffff;856a5b27fffffff;35.51697;3.20075
856a5983fffffff;35.47635;4.66139;1165.2;135.12631213;2G;856a5983fffffff;856a580ffffffff;34.50364;4.18926
856a5987fffffff;35.63543;4.65206;1006.8;151.2940001;2G;856a5987fffffff;856a580ffffffff;34.50364;4.18926
856a598bfffffff;35.39317;4.53461;3583.2;121.63401957;2G;856a598bfffffff;856a580ffffffff;34.50364;4.18926
856a598ffffffff;35.55238;4.52533;2685.6;138.32358629;2G;856a598ffffffff;856a580ffffffff;34.50364;4.18926
856a59abfffffff;35.78764;4.3798;1474.8;140.61347313;2G;856a59abfffffff;857a59affffffff;35.677;3.19174
856a59bbfffffff;35.71151;4.51602;1520.1;154.57531075999998;2G;856a59bbfffffff;856a580ffffffff;34.50364;4.18926
856a59c3fffffff;35.15044;4.41682;1497;92.05372142;2G;856a59c3fffffff;856a580ffffffff;34.50364;4.18926
856a59c7fffffff;35.30987;4.40761;840;109.04694257;2G;856a59c7fffffff;856a580ffffffff;34.50364;4.18926
856a59cffffffff;35.22646;4.28038;883.5;97.73170037999999;2G;856a59cffffffff;856a580ffffffff;34.50364;4.18926
856a59d7fffffff;35.23387;4.54387;1491.9;105.27206621;2G;856a59d7fffffff;856a580ffffffff;34.50364;4.18926
856a5b07fffffff;35.12028;3.35656;1654.8;58.3750553;2G;856a5b07fffffff;856a5b2ffffffff;35.43331;3.07173
856a5b13fffffff;34.8838;3.50324;3327.6;89.2197222;2G;856a5b13fffffff;856a5b2ffffffff;35.43331;3.07173
856a5b17fffffff;35.044;3.49426;1354.8;73.3811831;2G;856a5b17fffffff;856a5b27fffffff;35.51697;3.20075
856a5b1bfffffff;34.7997;3.37447;2197.5;92.37788497;2G;856a5b1bfffffff;856a5b2ffffffff;35.43331;3.07173
856a5b23fffffff;35.35685;3.20974;1097.4;27.74038426;2G;856a5b23fffffff;856a5b2ffffffff;35.43331;3.07173
856a5b2bfffffff;35.27305;3.08068;868.8;35.7860948;2G;856a5b2bfffffff;856a5b2ffffffff;35.43331;3.07173
856a5b33fffffff;35.28045;3.3475799999999998;1016.4;42.48361173;2G;856a5b33fffffff;856a5b27fffffff;35.51697;3.20075
856a5b37fffffff;35.44053;3.33857;635.7;28.99023921;2G;856a5b37fffffff;856a5b27fffffff;35.51697;3.20075
856a5b3bfffffff;35.19663;3.2187;980.4;45.15470072;2G;856a5b3bfffffff;856a5b2ffffffff;35.43331;3.07173
856a5b43fffffff;34.63115;3.11626;650.7;106.94991176;2G;856a5b43fffffff;856a5b2ffffffff;35.43331;3.07173
856a5b4ffffffff;34.70743;2.97801;1890.6;99.79309622999999;2G;856a5b4ffffffff;856a5b2ffffffff;35.43331;3.07173
856a5b57fffffff;34.71548;3.24548;1530.9;98.44812017;2G;856a5b57fffffff;856a5b2ffffffff;35.43331;3.07173
856a5b63fffffff;35.02865;2.96029;1161.6;65.2737683;2G;856a5b63fffffff;856a5b2ffffffff;35.43331;3.07173
856a5b67fffffff;35.18913;2.9514;795.3;48.75277597;2G;856a5b67fffffff;856a5b2ffffffff;35.43331;3.07173
856a5b6bfffffff;34.94448;2.83075;1777.2;79.08461772;2G;856a5b6bfffffff;856a5b2ffffffff;35.43331;3.07173
856a5b6ffffffff;35.1051;2.8219;3283.8;63.727029609999995;2G;856a5b6ffffffff;856a5b2ffffffff;35.43331;3.07173
856a5b83fffffff;34.89163;3.76916;13758;76.77160774000001;2G;856a5b83fffffff;856a5873fffffff;34.41946;4.06141
856a5b87fffffff;35.05165;3.76012;1338.6;91.91096873;2G;856a5b87fffffff;856a580ffffffff;34.50364;4.18926
856a5b8bfffffff;34.80763;3.64079;3891;80.12781249;2G;856a5b8bfffffff;856a5873fffffff;34.41946;4.06141
856a5b8ffffffff;34.96778;3.63179;2835;89.26604608;2G;856a5b8ffffffff;856a5873fffffff;34.41946;4.06141
856a5b93fffffff;34.81554;3.90635;2051.4;61.038143389999995;2G;856a5b93fffffff;856a580ffffffff;34.50364;4.18926
856a5b97fffffff;34.97551;3.8973;1114.5;77.11553423000001;2G;856a5b97fffffff;856a580ffffffff;34.50364;4.18926
856a5b9bfffffff;34.73153;3.77816;7055.7;63.051832759999996;2G;856a5b9bfffffff;856a5873fffffff;34.41946;4.06141
856a5ba3fffffff;35.28783;3.61373;894.3;63.78902677;2G;856a5ba3fffffff;856a5b27fffffff;35.51697;3.20075
856a5ba7fffffff;35.44772;3.60467;716.4;55.45190282;2G;856a5ba7fffffff;856a5b27fffffff;35.51697;3.20075
856a5babfffffff;35.20411;3.48526;1093.5;58.72752827;2G;856a5babfffffff;856a5b27fffffff;35.51697;3.20075
856a5baffffffff;35.36414;3.47623;1237.8;46.381069620000005;2G;856a5baffffffff;856a5b27fffffff;35.51697;3.20075
856a5bbbfffffff;35.12785;3.62277;802.8;75.49679839;2G;856a5bbbfffffff;856a5b27fffffff;35.51697;3.20075
856a5bc3fffffff;34.56316;3.52113;1728.3;78.87592428;2G;856a5bc3fffffff;856a5873fffffff;34.41946;4.06141
856a5bc7fffffff;34.72351;3.5122;2457.3;86.77364809000001;2G;856a5bc7fffffff;856a5873fffffff;34.41946;4.06141
856a5bcffffffff;34.63929;3.38339;1299.9;96.04461346;2G;856a5bcffffffff;856a5873fffffff;34.41946;4.06141
856a5bd3fffffff;34.48709;3.6587;769.8;61.89223298;2G;856a5bd3fffffff;856a5873fffffff;34.41946;4.06141
856a5bd7fffffff;34.6474;3.64976;1095;69.32834987999999;2G;856a5bd7fffffff;856a5873fffffff;34.41946;4.06141
856ac923fffffff;34.11136;-0.53858;4583.1;71.63088581000001;2G;856ac923fffffff;857a697bfffffff;34.3434;-0.96656
856ac927fffffff;34.27467;-0.54671;3522.9;57.01910073;2G;856ac927fffffff;857a697bfffffff;34.3434;-0.96656
856ac92bfffffff;34.02518;-0.673;7496.7;66.99468976;2G;856ac92bfffffff;857a697bfffffff;34.3434;-0.96656
856ac92ffffffff;34.18863;-0.68112;8478.9;53.768103190000005;2G;856ac92ffffffff;857a697bfffffff;34.3434;-0.96656
856ac933fffffff;34.03416;-0.39616;4131;76.54093833;2G;856ac933fffffff;857a4d93fffffff;34.45486;-0.00267
856ac937fffffff;34.19741;-0.40433;3127.5;64.01209639;2G;856ac937fffffff;857a4d93fffffff;34.45486;-0.00267
856ac93bfffffff;33.94797;-0.53043;2845.2;84.09539769;2G;856ac93bfffffff;857a697bfffffff;34.3434;-0.96656
856ac9a3fffffff;34.0431;-0.11994;5006.4;61.24134196;2G;856ac9a3fffffff;857a4d93fffffff;34.45486;-0.00267
856ac9a7fffffff;34.20617;-0.12816;1097.1;44.41732931;2G;856ac9a7fffffff;857a4d93fffffff;34.45486;-0.00267
856ac9affffffff;34.12022;-0.26207;858.6;60.00927943;2G;856ac9affffffff;857a4d93fffffff;34.45486;-0.00267
856ac9b3fffffff;33.96606;0.02206;5034;51.81263892;2G;856ac9b3fffffff;857a4dabfffffff;34.06094;0.4306
856ac9b7fffffff;34.12907;0.01381;4742.7;49.24346025;2G;856ac9b7fffffff;857a4d93fffffff;34.45486;-0.00267
857a400bfffffff;37.78437;0.51227;840.6;27.58102337;2G;857a400bfffffff;857a4003fffffff;37.70189;0.38021
857a401bfffffff;37.86223;0.3719;9503.1;30.8732651;2G;857a401bfffffff;857a4003fffffff;37.70189;0.38021
857a4023fffffff;37.30305;0.53737;931.5;36.761583939999994;2G;857a4023fffffff;857a4007fffffff;37.54142;0.38853
857a4027fffffff;37.14237;0.54574;803.7;53.20101915;2G;857a4027fffffff;857a41d3fffffff;37.05386;0.14016
857a402bfffffff;37.38586;0.66937;999;40.370662880000005;2G;857a402bfffffff;857a400ffffffff;37.62405;0.52064
857a402ffffffff;37.22533;0.67778;1342.5;52.96127016;2G;857a402ffffffff;857a4007fffffff;37.54142;0.38853
857a4033fffffff;37.38083;0.39685;754.5;23.00699608;2G;857a4033fffffff;857a40abfffffff;37.45866;0.25621
857a4037fffffff;37.22011;0.40517;1480.2;40.86481102;2G;857a4037fffffff;857a40abfffffff;37.45866;0.25621
857a4053fffffff;38.10461;0.49555;789;59.630876900000004;2G;857a4053fffffff;857a4003fffffff;37.70189;0.38021
857a405bfffffff;38.18664;0.62731;1000.8;73.00880961;2G;857a405bfffffff;857a4003fffffff;37.70189;0.38021
857a4063fffffff;37.6288;0.79269;833.4;47.62829131;2G;857a4063fffffff;857a400ffffffff;37.62405;0.52064
857a4073fffffff;37.70655;0.65254;887.7;34.63568819;2G;857a4073fffffff;857a400ffffffff;37.62405;0.52064
857a408bfffffff;37.85774;0.099030000000000007;9058.5;24.74863868;2G;857a408bfffffff;857a4083fffffff;37.7752;-0.03356
857a4093fffffff;37.85324;-0.17447;8940.6;28.44208563;2G;857a4093fffffff;857a442ffffffff;37.7706;-0.30742
857a409bfffffff;37.93576;-0.04172;4479.3;34.78582016;2G;857a409bfffffff;857a4083fffffff;37.7752;-0.03356
857a40a7fffffff;37.21488;0.13192;829.5;20.36699667;2G;857a40a7fffffff;857a456bfffffff;37.13171;-8.5e-4
857a40affffffff;37.29792;0.26449;665.7;23.397681079999998;2G;857a40affffffff;857a40a3fffffff;37.37578;0.12369
857a40c3fffffff;38.1004;0.22316;8046;54.49150313;2G;857a40c3fffffff;857a4083fffffff;37.7752;-0.03356
857a40c7fffffff;37.94016;0.23141;1347.6;38.61204144;2G;857a40c7fffffff;857a408ffffffff;37.69722;0.10725
857a40cbfffffff;38.18253;0.35528;2472;66.51441426000001;2G;857a40cbfffffff;857a4003fffffff;37.70189;0.38021
857a40cffffffff;38.02245;0.36359;17035.8;48.69205134;2G;857a40cffffffff;857a4003fffffff;37.70189;0.38021
857a40d7fffffff;38.01814;0.09082;5606.4;42.33296666;2G;857a40d7fffffff;857a4083fffffff;37.7752;-0.03356
857a4107fffffff;36.4148;0.44683;7071.6;45.20016098999999;2G;857a4107fffffff;857a41bbfffffff;36.40863;0.17315
857a410bfffffff;36.65963;0.57087;708.9;66.97665219;2G;857a410bfffffff;857a41bbfffffff;36.40863;0.17315
857a410ffffffff;36.49849;0.57924;2552.7;61.28300494;2G;857a410ffffffff;857a41bbfffffff;36.40863;0.17315
857a4113fffffff;36.65375;0.29763;2702.1;42.58108954;2G;857a4113fffffff;857a41bbfffffff;36.40863;0.17315
857a4117fffffff;36.49242;0.30593;1515.9;32.38669656;2G;857a4117fffffff;857a41bbfffffff;36.40863;0.17315
857a411bfffffff;36.73726;0.43016;970.2;58.556841999999996;2G;857a411bfffffff;857a41bbfffffff;36.40863;0.17315
857a4123fffffff;36.17589;0.596;811.2;65.07454274;2G;857a4123fffffff;857a41bbfffffff;36.40863;0.17315
857a4127fffffff;36.01443;0.60438;2487.6;73.80443522;2G;857a4127fffffff;857a4c03fffffff;35.44492;0.49689
857a412bfffffff;36.25975;0.72829;3055.2;77.02148397;2G;857a412bfffffff;857a41bbfffffff;36.40863;0.17315
857a412ffffffff;36.09844;0.7367;2868.3;82.67758893;2G;857a412ffffffff;857a41bbfffffff;36.40863;0.17315
857a4133fffffff;36.25341;0.45517;4655.7;47.60640416;2G;857a4133fffffff;857a41bbfffffff;36.40863;0.17315
857a4137fffffff;36.09191;0.46351;7110.3;56.024580820000004;2G;857a4137fffffff;857a41bbfffffff;36.40863;0.17315
857a4143fffffff;36.90392;0.69461;792.9;76.86933369;2G;857a4143fffffff;857a41d3fffffff;37.05386;0.14016
857a414bfffffff;36.98706;0.82653;981.3;83.92719432999999;2G;857a414bfffffff;857a41d3fffffff;37.05386;0.14016
857a414ffffffff;36.82634;0.83499;1700.4;94.1322394;2G;857a414ffffffff;857a41d3fffffff;37.05386;0.14016
857a4153fffffff;36.98157;0.55412;1845.3;59.8897244;2G;857a4153fffffff;857a41d3fffffff;37.05386;0.14016
857a415bfffffff;37.06469;0.6862;790.8;67.98629381;2G;857a415bfffffff;857a41d3fffffff;37.05386;0.14016
857a4163fffffff;36.50454;0.85191;3480.6;90.98986235;2G;857a4163fffffff;857a41bbfffffff;36.40863;0.17315
857a4167fffffff;36.34348;0.86037;3139.8;90.71219439999999;2G;857a4167fffffff;857a41bbfffffff;36.40863;0.17315
857a416bfffffff;36.58801;0.98375;3533.7;107.12670378;2G;857a416bfffffff;857a41bbfffffff;36.40863;0.17315
857a416ffffffff;36.4271;0.99224;2005.8;105.45600590000001;2G;857a416ffffffff;857a41bbfffffff;36.40863;0.17315
857a4173fffffff;36.58205;0.71145;915.9;77.89051767;2G;857a4173fffffff;857a41bbfffffff;36.40863;0.17315
857a4177fffffff;36.42096;0.71987;5825.1;75.34320213000001;2G;857a4177fffffff;857a41bbfffffff;36.40863;0.17315
857a417bfffffff;36.6655;0.84345;1379.4;94.73189891;2G;857a417bfffffff;857a41bbfffffff;36.40863;0.17315
857a418ffffffff;36.57011;0.1649;2185.5;26.27565212;2G;857a418ffffffff;857a4187fffffff;36.48634;0.03196
857a4197fffffff;36.56411;-0.10934;2821.2;27.37350205;2G;857a4197fffffff;857a4187fffffff;36.48634;0.03196
857a41a3fffffff;36.24705;0.18141;5678.1;20.634648209999998;2G;857a41a3fffffff;857a41b3fffffff;36.32472;0.04018
857a41a7fffffff;36.08537;0.18967;2183.1;35.61654898;2G;857a41a7fffffff;857a41b3fffffff;36.32472;0.04018
857a41affffffff;36.16945;0.32252;4435.8;38.26841705;2G;857a41affffffff;857a41bbfffffff;36.40863;0.17315
857a41b7fffffff;36.16299;0.0484;2707.5;22.95191556;2G;857a41b7fffffff;857a41b3fffffff;36.32472;0.04018
857a41cbfffffff;37.05928;0.4135;802.5;43.54382795;2G;857a41cbfffffff;857a41d3fffffff;37.05386;0.14016
857a41cffffffff;36.89833;0.42183;682.2;48.37266095;2G;857a41cffffffff;857a41d3fffffff;37.05386;0.14016
857a41d7fffffff;36.89272;0.1484;958.2;24.29232095;2G;857a41d7fffffff;857a456ffffffff;36.97054;0.00735
857a41dbfffffff;37.13705;0.27277;653.7;28.95260703;2G;857a41dbfffffff;857a41d3fffffff;37.05386;0.14016
857a4227fffffff;37.72049;1.46556;1350;100.0466473;2G;857a4227fffffff;857a5c1bfffffff;37.89338;2.26347
857a429bfffffff;38.50977;0.88166;870.6;108.92657776;2G;857a429bfffffff;857a558ffffffff;39.38556;0.96991
857a42c3fffffff;38.67262;1.14356;802.2;90.9027166;2G;857a42c3fffffff;857a558ffffffff;39.38556;0.96991
857a42d7fffffff;38.59126;1.01272;1344.9;98.84892637;2G;857a42d7fffffff;857a558ffffffff;39.38556;0.96991
857a4303fffffff;37.15826;1.36073;832.2;119.99380538999999;2G;857a4303fffffff;857a400ffffffff;37.62405;0.52064
857a4307fffffff;36.99802;1.36937;620.1;128.93256174;2G;857a4307fffffff;857a400ffffffff;37.62405;0.52064
857a430ffffffff;37.08084;1.50032;1647.3;136.1357156;2G;857a430ffffffff;857a5c1bfffffff;37.89338;2.26347
857a4313fffffff;37.23574;1.22102;742.8;102.40743178;2G;857a4313fffffff;857a400ffffffff;37.62405;0.52064
857a4317fffffff;37.07547;1.22961;657.9;111.24017144000001;2G;857a4317fffffff;857a400ffffffff;37.62405;0.52064
857a4323fffffff;36.76031;1.51766;751.2;157.15750803999998;2G;857a4323fffffff;857a400ffffffff;37.62405;0.52064
857a432ffffffff;36.68302;1.65719;801;162.81287342;2G;857a432ffffffff;857a5c1bfffffff;37.89338;2.26347
857a4333fffffff;36.83766;1.378;634.8;139.60430967;2G;857a4333fffffff;857a400ffffffff;37.62405;0.52064
857a4337fffffff;36.67719;1.38662;1117.5;151.64864225;2G;857a4337fffffff;857a41bbfffffff;36.40863;0.17315
857a433bfffffff;36.92063;1.50899;633.9;146.6111472;2G;857a433bfffffff;857a400ffffffff;37.62405;0.52064
857a4347fffffff;37.32347;1.62232;627;107.41678387;2G;857a4347fffffff;857a5c1bfffffff;37.89338;2.26347
857a434ffffffff;37.40589;1.75279;704.1;90.67729627;2G;857a434ffffffff;857a5c1bfffffff;37.89338;2.26347
857a435bfffffff;37.64299;1.60485;880.5;88.77625961;2G;857a435bfffffff;857a5c1bfffffff;37.89338;2.26347
857a4363fffffff;37.0862;1.77033;750.9;117.56216527;2G;857a4363fffffff;857a5c1bfffffff;37.89338;2.26347
857a4367fffffff;36.92617;1.77909;1315.8;132.57830521;2G;857a4367fffffff;857a5c1bfffffff;37.89338;2.26347
857a436bfffffff;37.16879;1.90068;764.7;102.42080115;2G;857a436bfffffff;857a5c1bfffffff;37.89338;2.26347
857a4373fffffff;37.16353;1.6310500000000001;793.5;119.67271786;2G;857a4373fffffff;857a5c1bfffffff;37.89338;2.26347
857a4377fffffff;37.00348;1.63977;981;133.20369282;2G;857a4377fffffff;857a5c1bfffffff;37.89338;2.26347
857a437bfffffff;37.24611;1.76156;1291.8;103.45607497;2G;857a437bfffffff;857a5c1bfffffff;37.89338;2.26347
857a4383fffffff;37.23055;0.94973;687.9;75.81844388;2G;857a4383fffffff;857a400ffffffff;37.62405;0.52064
857a4387fffffff;37.07008;0.95824;810.3;87.1778332;2G;857a4387fffffff;857a400ffffffff;37.62405;0.52064
857a438bfffffff;37.31329;1.08118;1310.1;84.85138094;2G;857a438bfffffff;857a400ffffffff;37.62405;0.52064
857a438ffffffff;37.15298;1.08974;1582.8;93.53492312;2G;857a438ffffffff;857a400ffffffff;37.62405;0.52064
857a4393fffffff;37.30817;0.80961;1498.2;58.094078540000005;2G;857a4393fffffff;857a400ffffffff;37.62405;0.52064
857a4397fffffff;37.14768;0.81807;952.8;69.91610693;2G;857a4397fffffff;857a400ffffffff;37.62405;0.52064
857a439bfffffff;37.39089;0.94123;2303.1;67.36122457;2G;857a439bfffffff;857a400ffffffff;37.62405;0.52064
857a43a3fffffff;36.832;1.10683;1179.6;117.34716749;2G;857a43a3fffffff;857a400ffffffff;37.62405;0.52064
857a43a7fffffff;36.67135;1.11537;6272.1;123.54997999000001;2G;857a43a7fffffff;857a41bbfffffff;36.40863;0.17315
857a43affffffff;36.75457;1.24679;1227;134.43253432;2G;857a43affffffff;857a41bbfffffff;36.40863;0.17315
857a43b3fffffff;36.9095;0.96674;803.1;100.46745231999999;2G;857a43b3fffffff;857a41d3fffffff;37.05386;0.14016
857a43b7fffffff;36.74881;0.97525;4845;111.5399825;2G;857a43b7fffffff;857a41bbfffffff;36.40863;0.17315
857a43bbfffffff;36.99255;1.09828;1333.2;104.58712231999999;2G;857a43bbfffffff;857a400ffffffff;37.62405;0.52064
857a4403fffffff;38.24839;-0.60574;3774.6;41.09228855;2G;857a4403fffffff;857a44bbfffffff;38.08348;-0.87268
857a4407fffffff;38.08772;-0.59781;5974.8;36.44283153000001;2G;857a4407fffffff;857a44bbfffffff;38.08348;-0.87268
857a440bfffffff;38.33065;-0.47258;3527.4;58.422523659999996;2G;857a440bfffffff;857a44bbfffffff;38.08348;-0.87268
857a440ffffffff;38.17015;-0.46459;3953.7;52.46166169999999;2G;857a440ffffffff;857a44bbfffffff;38.08348;-0.87268
857a4413fffffff;38.32669;-0.74699;2371.5;35.54492929;2G;857a4413fffffff;857a44bbfffffff;38.08348;-0.87268
857a4417fffffff;38.166;-0.73911;3665.1;23.7413857;2G;857a4417fffffff;857a44bbfffffff;38.08348;-0.87268
857a441bfffffff;38.40892;-0.61367;2734.2;51.85341187;2G;857a441bfffffff;857a44bbfffffff;38.08348;-0.87268
857a4423fffffff;37.84874;-0.44859;3996.6;26.04809681;2G;857a4423fffffff;857a4427fffffff;37.68783;-0.44057
857a442bfffffff;37.93135;-0.31548;3129;31.57473977;2G;857a442bfffffff;857a442ffffffff;37.7706;-0.30742
857a4433fffffff;37.92693;-0.58986;3853.8;40.112097950000006;2G;857a4433fffffff;857a44a3fffffff;37.92249;-0.86484
857a4437fffffff;37.766;-0.5819;7601.7;31.03433525;2G;857a4437fffffff;857a45cbfffffff;37.60493;-0.57393
857a443bfffffff;38.00951;-0.4566;2566.2;42.69619545;2G;857a443bfffffff;857a442ffffffff;37.7706;-0.30742
857a4447fffffff;38.41279;-0.33961;1728.9;75.72775745999999;2G;857a4447fffffff;857a44bbfffffff;38.08348;-0.87268
857a4457fffffff;38.49102;-0.48055;920.7;68.64646472;2G;857a4457fffffff;857a44bbfffffff;38.08348;-0.87268
857a445bfffffff;38.73306;-0.35565;640.5;97.78993169;2G;857a445bfffffff;857a7147fffffff;39.53123;-0.39557
857a4463fffffff;38.17429;-0.19068;3823.5;60.50705975;2G;857a4463fffffff;857a442ffffffff;37.7706;-0.30742
857a4467fffffff;38.01383;-0.18258;3006.3;43.7687653;2G;857a4467fffffff;857a442ffffffff;37.7706;-0.30742
857a446bfffffff;38.25648;-0.05802;3225;69.87819732000001;2G;857a446bfffffff;857a4083fffffff;37.7752;-0.03356
857a446ffffffff;38.09619;-0.04988;5254.5;52.23026621;2G;857a446ffffffff;857a4083fffffff;37.7752;-0.03356
857a4473fffffff;38.25244;-0.33158;3164.4;67.28141527;2G;857a4473fffffff;857a442ffffffff;37.7706;-0.30742
857a4477fffffff;38.09196;-0.32353;3128.4;49.4229709;2G;857a4477fffffff;857a442ffffffff;37.7706;-0.30742
857a447bfffffff;38.33461;-0.19877;2951.4;77.73973348;2G;857a447bfffffff;857a442ffffffff;37.7706;-0.30742
857a4483fffffff;38.32272;-1.02201;4246.2;30.9149665;2G;857a4483fffffff;857a4487fffffff;38.16184;-1.01424
857a448bfffffff;38.40505;-0.88833;2902.2;38.44575064;2G;857a448bfffffff;857a4487fffffff;38.16184;-1.01424
857a448ffffffff;38.24434;-0.88051;684;20.955349549999998;2G;857a448ffffffff;857a4487fffffff;38.16184;-1.01424
857a4493fffffff;38.40117;-1.16358;1604.4;45.985658519999994;2G;857a4493fffffff;857a635bfffffff;38.15768;-1.28995
857a4497fffffff;38.24026;-1.15588;4952.1;32.22556986;2G;857a4497fffffff;857a635bfffffff;38.15768;-1.28995
857a449bfffffff;38.48347;-1.02976;2628.9;48.30834883;2G;857a449bfffffff;857a4487fffffff;38.16184;-1.01424
857a44a7fffffff;37.76138;-0.85698;1736.4;29.156138770000002;2G;857a44a7fffffff;857a636bfffffff;37.67841;-0.99084
857a44abfffffff;38.00517;-0.73122;2853.9;22.474125240000003;2G;857a44abfffffff;857a44a3fffffff;37.92249;-0.86484
857a44affffffff;37.84422;-0.72332;5241;33.00650384;2G;857a44affffffff;857a44a3fffffff;37.92249;-0.86484
857a44b7fffffff;37.83968;-0.99865;2287.5;23.24014361;2G;857a44b7fffffff;857a44a3fffffff;37.92249;-0.86484
857a44c7fffffff;38.48725;-0.75486;762.6;51.017133199999996;2G;857a44c7fffffff;857a4487fffffff;38.16184;-1.01424
857a44d7fffffff;38.56563;-0.89613;780.3;56.18133244;2G;857a44d7fffffff;857a4487fffffff;38.16184;-1.01424
857a4527fffffff;36.5581;-0.3842;9554.1;29.59473503;2G;857a4527fffffff;857a6acbfffffff;36.47413;-0.51784
857a452bfffffff;36.80353;-0.25887;1634.4;23.97770421;2G;857a452bfffffff;857a453bfffffff;36.88147;-0.40035
857a452ffffffff;36.64194;-0.25076;939.9;39.01198997;2G;857a452ffffffff;857a6a53fffffff;36.39625;-0.37611
857a4533fffffff;36.7978;-0.53392;4831.2;21.41635131;2G;857a4533fffffff;857a453bfffffff;36.88147;-0.40035
857a4537fffffff;36.63602;-0.52588;3212.4;29.9795539;2G;857a4537fffffff;857a6adbfffffff;36.55208;-0.65968
857a4543fffffff;37.44873;-0.29127;3183;22.53108117;2G;857a4543fffffff;857a4557fffffff;37.36565;-0.42451
857a454bfffffff;37.53169;-0.15823;3957.3;22.76064919;2G;857a454bfffffff;857a4087fffffff;37.61451;-0.02539
857a4573fffffff;37.12637;-0.27509;2266.2;25.04072861;2G;857a4573fffffff;857a450ffffffff;37.04298;-0.40842
