OBJECTNAME;LON;LAT;RB;DTF;COV;REGION
876adc709ffffff;29.708721;-1.4550449;76;9,37;2G;RWA
876ad8b0dffffff;30.510155;-1.7559698;69;18,05;3G;RWA
876adc79dffffff;29.559107;-1.6078954;76;11,38;3G;RWA
876ad8346ffffff;30.644136;-2.1847756;56;7,78;3G;RWA
876ade245ffffff;29.597546;-2.253232;38;18,32;3G;RWA
876ade604ffffff;29.062206;-2.508524;81;6,86;3G;RWA
876adeb4cffffff;29.49501;-1.7050006;47;5,18;3G;RWA
876ad9d12ffffff;30.784245;-1.9704819;8;34,51;3G;RWA
876ada966ffffff;29.537996;-2.4922378;138;2,64;2G;RWA
876adc6a1ffffff;29.627888;-1.6514909;92;11,38;3G;RWA
876ad8c70ffffff;29.871702;-1.9851896;53;14,49;2G;RWA
876ad9da4ffffff;30.737003;-1.9681326;0;29,3;3G;RWA
876adc64dffffff;29.938665;-1.5868914;88;7,76;3G;RWA
876adc66dffffff;29.92982;-1.5262965;45;13,63;3G;RWA
876ad8218ffffff;30.58753;-2.383404;47;13,69;3G;RWA
876ad8962ffffff;30.17654;-1.5587319;28;13,14;3G;RWA
876ad8a2cffffff;30.553629;-1.8384507;22;11,9;2G;RWA
876ad814dffffff;30.331596;-2.028346;82;13,79;2G;RWA
876ad8d5dffffff;29.875662;-1.9049646;59;22,13;3G;RWA
876ade259ffffff;29.617157;-2.3348463;27;12,07;3G;RWA
876adc2e6ffffff;30.089943;-1.3940946;29;18,01;3G;RWA
876ad8b48ffffff;30.662653;-1.7836517;2;25,13;2G;RWA
876ad852cffffff;29.788834;-2.2225657;161;0;2G;RWA
876ad8352ffffff;30.60588;-2.2432768;37;0;2G;RWA
876ade624ffffff;29.053543;-2.44753;55;0;2G;RWA
876ada960ffffff;29.561682;-2.4934323;88;0;2G;RWA
876ad8505ffffff;29.763176;-2.2615714;112;0;2G;RWA
876ad822cffffff;30.616776;-2.2639587;145;0;2G;RWA
876ada82bffffff;29.540663;-2.6741338;6;0;2G;RWA
876adeb02ffffff;29.269691;-1.7136904;333;0;2G;RWA
876adc603ffffff;29.713507;-1.5956187;76;0;2G;RWA
876ade3b3ffffff;29.206095;-2.2536;46;0;2G;RWA
876ad8a15ffffff;30.479034;-1.9150851;103;0;2G;RWA
876adeb6effffff;29.473446;-1.6637676;57;0;2G;RWA
876ad8081ffffff;30.10529;-2.2988877;49;0;2G;RWA
876ad8cadffffff;29.736706;-2.0789948;222;0;2G;RWA
876ad8c1bffffff;29.783995;-2.081374;262;0;2G;RWA
876ad84a6ffffff;29.70379;-2.50059;84;0;2G;RWA
876ade70bffffff;29.06644;-2.4280062;80;0;2G;RWA
876adc71bffffff;29.646742;-1.5120469;524;0;2G;RWA
876add4acffffff;30.401585;-1.5499609;32;0;2G;RWA
876ad80aaffffff;30.118092;-2.2793772;48;0;2G;RWA
876adc65affffff;29.863922;-1.6633749;58;0;2G;RWA
876ad89a6ffffff;29.911129;-1.6657484;82;0;2G;RWA
876adea1effffff;29.343033;-1.8982162;111;0;2G;RWA
876ad8c1effffff;29.749529;-2.0595157;177;0;2G;RWA
876ada828ffffff;29.529833;-2.653381;22;0;2G;RWA
876adc71effffff;29.612366;-1.4902693;220;0;2G;RWA
876ade784ffffff;28.89641;-2.5000896;142;0;2G;RWA
876ad8483ffffff;29.74715;-2.5835261;187;0;2G;RWA
876adc659ffffff;29.900314;-1.64514;93;0;2G;RWA
876ad8dacffffff;29.637377;-1.9331797;84;0;2G;RWA
876ad852effffff;29.776007;-2.2420673;207;0;2G;RWA
876ade3b1ffffff;29.218971;-2.2341;83;0;2G;RWA
876adea18ffffff;29.366661;-1.8994108;105;0;2G;RWA
876adc65bffffff;29.887526;-1.6645617;87;0;2G;RWA
876ad808cffffff;30.128952;-2.3000717;65;0;2G;RWA
876ad8301ffffff;30.525915;-2.1788929;138;0;2G;RWA
876ad892effffff;30.058588;-1.5528129;136;0;2G;RWA
876ad8d12ffffff;29.626572;-1.9125303;92;0;2G;RWA
876ad89b5ffffff;29.89834;-1.685173;76;0;2G;RWA
876ad8518ffffff;29.759174;-2.341995;282;0;2G;RWA
876adeb63ffffff;29.44984;-1.6625756;17;0;2G;RWA
876ad8aa5ffffff;30.429905;-1.9528288;381;0;2G;RWA
876ad85adffffff;29.722666;-2.3603218;111;0;2G;RWA
