identifier,name,alt_name,lat,long,admin_name,admin_code,population,flag,area
700000639,Bardzruni,,39.5195,45.4833,Vayots' Dzor,AM-VD,364,PM,#VALUE!
700000640,Sevaberd,,40.2737,44.8022,Kotayk',AM-KT,364,PM,#VALUE!
700000641,Musayelyan,,40.9937,43.9379,Shirak,AM-SH,360,PM,#VALUE!
700000642,Yenok’avan,,40.9129,45.1074,Tavush,AM-TV,360,PM,#VALUE!
700000643,T’t’ujur,,40.57,44.4592,Aragatsotn,AM-AG,359,PM,#VALUE!
700000644,Akhpradzor,,40.0977,45.641,Geghark'unik',AM-GR,358,PM,#VALUE!
700000645,Alvank’,,38.9379,46.3468,Syunik',AM-SU,355,PM,62.90
700000646,Kirants’,,41.0474,45.0992,Tavush,AM-TV,355,PM,#VALUE!
700000647,Ditavan,,40.9744,45.207,Tavush,AM-TV,351,PM,#VALUE!
700000648,Suseri,,40.4195,43.7445,Aragatsotn,AM-AG,349,PM,#VALUE!
700000649,Barekamavan,,41.1733,45.115,Tavush,AM-TV,348,PM,#VALUE!
700000650,Kaniashir,,40.6557,44.2412,Aragatsotn,AM-AG,348,PM,#VALUE!
700000651,Areguni,,40.3378,45.6086,Geghark'unik',AM-GR,346,PM,#VALUE!
700000652,Lerrnarot,,40.349,44.1097,Aragatsotn,AM-AG,345,PM,#VALUE!
700000653,Aregnadem,,40.9315,43.7524,Shirak,AM-SH,344,PM,#VALUE!
700000654,Saralanj,,40.4029,44.5195,Kotayk',AM-KT,341,PM,4.57
700000655,Tsav,,39.052,46.4585,Syunik',AM-SU,340,PM,59.44
700000656,Aghavnavank’,,40.7226,45.0925,Tavush,AM-TV,339,PM,#VALUE!
700000657,Geghard,,40.1564,44.7969,Kotayk',AM-KT,339,PM,#VALUE!
700000658,Vaghatur,,39.6064,46.3601,Syunik',AM-SU,338,PM,17.15
700000659,Karin,,40.2541,44.3501,Aragatsotn,AM-AG,336,PM,#VALUE!
700000660,Aygehat,,41.0159,44.6235,Lorri,AM-LO,335,PM,#VALUE!
700000661,Tolors,,39.4695,46.0251,Syunik',AM-SU,335,PM,20.85
700000662,Bovadzor,,41.0371,44.4031,Lorri,AM-LO,329,PM,#VALUE!
700000663,Dzoraget,,40.9515,44.6335,Lorri,AM-LO,328,PM,#VALUE!
700000664,Garov,,38.9639,46.2973,Syunik',AM-SU,327,PM,#VALUE!
700000665,Geghanush,,39.1719,46.4196,Syunik',AM-SU,327,PM,21.93
700000666,Dastakert,,39.3683,46.0367,Syunik',AM-SU,326,PM,0.50
700000667,Partizak,,40.2723,44.0417,Aragatsotn,AM-AG,326,PM,#VALUE!
700000668,Artavan,,39.5973,45.4361,Vayots' Dzor,AM-VD,324,PM,#VALUE!
700000669,Hors,,39.8639,45.2333,Vayots' Dzor,AM-VD,324,PM,#VALUE!
700000670,Hovtashen,,40.6695,43.8945,Shirak,AM-SH,324,PM,#VALUE!
700000671,Neghots’,,41.1333,44.7833,Syunik',AM-LO,323,PM,#VALUE!
700000672,Sizavet,,41.1024,43.8396,Shirak,AM-SH,321,PM,#VALUE!
700000673,Ayrk’,,40.1236,45.7854,Geghark'unik',AM-GR,320,PM,#VALUE!
700000674,Shvanidzor,,38.9375,46.3715,Syunik',AM-SU,315,PM,42.22
700000675,Ferik,,40.1861,44.2111,Armavir,AM-AV,313,PM,#VALUE!
700000676,Arin,,39.7279,45.4945,Vayots' Dzor,AM-VD,312,PM,#VALUE!
700000677,Kayan,,41.0057,45.2305,Tavush,AM-TV,312,PM,#VALUE!
700000678,Vorotan,,39.425,46.3759,Syunik',AM-SU,312,PM,0.31
700000679,Jajurravan,,40.8709,43.9543,Shirak,AM-SH,308,PM,#VALUE!
700000680,Hats’ashen,,40.4223,44.0917,Aragatsotn,AM-AG,307,PM,#VALUE!
700000681,Jradzor,,40.9117,43.7686,Shirak,AM-SH,305,PM,#VALUE!
700000682,Karchevan,,38.8961,46.1833,Syunik',AM-SU,304,PM,29.04
700000683,Berdkunk’,,40.4501,45.1055,Geghark'unik',AM-GR,298,PM,#VALUE!
700000684,Ishkhanasar,,39.5682,46.035,Syunik',AM-SU,297,PM,12.75
700000685,Krashen,,40.8774,43.9654,Shirak,AM-SH,297,PM,#VALUE!
700000686,Sadunts’,,40.6463,44.1982,Aragatsotn,AM-AG,296,PM,#VALUE!
700000687,Kutakan,,40.2668,45.8386,Geghark'unik',AM-GR,291,PM,#VALUE!
700000688,Deghdzavan,,41.2571,44.8889,Tavush,AM-TV,290,PM,#VALUE!
700000689,Arevadasht,,40.1361,43.9333,Armavir,AM-AV,286,PM,#VALUE!
700000690,Aghberk’,,40.5299,45.2794,Geghark'unik',AM-GR,280,PM,#VALUE!
700000691,Avshen,,40.7228,44.2922,Aragatsotn,AM-AG,279,PM,#VALUE!
700000692,Dzyunashogh,,41.1853,44.1855,Lorri,AM-LO,276,PM,#VALUE!
700000693,Tsaghkashat,,41.0749,44.7438,Lorri,AM-LO,275,PM,#VALUE!
700000694,Gtashen,,40.9189,43.7228,Shirak,AM-SH,273,PM,#VALUE!
700000695,Shishkert,,39.0723,46.3529,Syunik',AM-SU,266,PM,#VALUE!
700000696,Svarants’,,39.3667,46.2195,Syunik',AM-SU,266,PM,16.28
700000697,Salvard,,39.4648,45.9232,Syunik',AM-SU,265,PM,31.44
700000698,Tegher,,40.3445,44.2389,Aragatsotn,AM-AG,263,PM,#VALUE!
700000699,Dzorashen,,40.9311,44.0681,Shirak,AM-SH,258,PM,#VALUE!
700000700,Garrnarrichi,,41.0779,43.5583,Shirak,AM-SH,257,PM,78.60
700000701,Hats’avan,Sisian|Atsavan,39.464,45.9705,Syunik',AM-SU,255,PM,8.03
700000702,Semyonovka,,40.6588,44.9012,Geghark'unik',AM-GR,255,PM,#VALUE!
700000703,Avazan,,40.302,45.7036,Geghark'unik',AM-GR,254,PM,#VALUE!
700000704,Karmrashen,,40.2667,43.8833,Aragatsotn,AM-AG,254,PM,#VALUE!
700000705,Karmrashen,,39.8167,45.5361,Vayots' Dzor,AM-VD,254,PM,#VALUE!
700000706,Haykasar,,40.6055,43.8889,Shirak,AM-SH,251,PM,#VALUE!
700000707,Petrovka,,41.1696,44.3122,Lorri,AM-LO,250,PM,#VALUE!
700000708,Norabak,,40.1557,45.8611,Geghark'unik',AM-GR,248,PM,#VALUE!
700000709,Bandivan,,40.9577,43.811,Shirak,AM-SH,247,PM,#VALUE!
700000710,Saravan,,39.7195,45.6501,Vayots' Dzor,AM-VD,247,PM,#VALUE!
700000711,Horbategh,,39.8945,45.3403,Vayots' Dzor,AM-VD,244,PM,#VALUE!
700000712,Lanjar,,39.8279,44.9723,Ararat,AM-AR,242,PM,#VALUE!
700000713,Saralanj,,40.6031,44.3928,Aragatsotn,AM-AG,240,PM,#VALUE!
700000714,Saralanj,,40.5861,44.3973,Aragatsotn,AM-AG,240,PM,#VALUE!
700000715,Yaghdan,,41.0075,44.5085,Lorri,AM-LO,235,PM,#VALUE!
700000716,Shikahogh,,39.0973,46.4751,Syunik',AM-SU,231,PM,18.95
700000717,Vardanidzor,,38.9699,46.2156,Syunik',AM-SU,230,PM,23.02
700000718,Antarrut,,40.3555,44.2639,Aragatsotn,AM-AG,227,PM,#VALUE!
700000719,Karmravan,,41.0108,43.8705,Shirak,AM-SH,225,PM,#VALUE!
700000720,T’asik,,39.4513,45.9626,Syunik',AM-SU,223,PM,#VALUE!
700000721,Jiliza,,41.2278,44.6272,Lorri,AM-LO,222,PM,#VALUE!
700000722,Salli,,39.8737,45.2779,Vayots' Dzor,AM-VD,222,PM,#VALUE!
700000723,Berdashen,,41.0573,43.6746,Shirak,AM-SH,220,PM,19.70
700000724,Jrambar,,40.4805,44.4417,Aragatsotn,AM-AG,216,PM,#VALUE!
700000725,Saralanj,,40.8733,44.0988,Lorri,AM-LO,216,PM,#VALUE!
